gesture_id,calibration_id,0,80,160,240,320,400,480,560,640,720,800,880,960,1040,1120,1200,1280,1360,1440,1520,1600,1680,1760,1840,1920,2000,2080,2160,2240,2320,2400,2480,2560,2640,2720,2800,2880,2960,3040,3120,3200,3280,3360
nMceTIUaZzU,r1WEkhzgz,3,10,17,24,23,21,23,23,29,37,49,70,79,73,61,39,31,28,35,34,34,32,42,61,73,79,69,54,41,38,35,30,27,27,32,37,42,53,66,78,70,34,0
nMceTIUaZzU,r1WoJxmgG,10,35,61,74,83,82,69,50,30,10,9,10,12,15,27,47,62,67,73,69,67,57,44,33,27,15,11,16,32,46,57,63,69,72,76,68,52,27,1,0
nMceTIUaZzU,rJ6QhWmlG,1,6,10,13,16,18,22,26,29,35,41,45,55,65,74,82,87,92,98,93,96,93,89,81,79,74,71,61,56,50,39,26,11,0
nMceTIUaZzU,Hyw5N1mgM,8,20,31,36,40,44,42,41,31,18,14,12,10,9,10,13,21,24,32,37,40,40,44,45,48,36,18,5,0
nMceTIUaZzU,HJ5nUZQxz,4,42,77,93,98,73,10,0,0,18,56,83,95,48,0,0,0,12,49,80,98,109,99,69,3,0
nMceTIUaZzU,BJdHbjzef,8,31,47,51,11,0,0,0,0,5,13,26,33,37,16,0,0,0,0,13,26,34,40,19,0
nMceTIUaZzU,HJT8c1mgM,1,10,31,65,83,87,71,8,7,43,50,0,11,55,86,104,105,84,3,0
nMceTIUaZzU,B1DA5bQez,5,18,32,50,66,85,89,38,0,1,16,52,82,100,104,78,3,0
nMceTIUaZzU,HktHigXgM,30,75,53,55,78,62,76,60,78,61,64,73,40,80,75,13,0
nMceTIUaZzU,Hy0Q7lXgz,2,3,5,6,7,9,12,37,71,72,28,56,88,80,37,0
nMceTIUaZzU,rJ8BPeQxG,1,7,30,71,95,92,29,0,7,52,95,115,91,11,0
nMceTIUaZzU,HJuXr3Mlz,20,67,96,89,34,1,2,19,57,87,101,95,60,2,0
nMceTIUaZzU,Skx5Zl7gM,2,6,18,35,53,65,48,6,0,13,42,61,68,48,0
nMceTIUaZzU,SySxTyXgz,1,6,34,56,66,38,3,32,60,73,80,79,66,17,0
nMceTIUaZzU,By7oz84xG,43,87,104,69,0,0,42,85,99,93,39,0
nMceTIUaZzU,SkWJSeQlf,14,38,58,42,0,0,18,51,70,78,22,0
nMceTIUaZzU,SJlJLiMlz,56,116,63,0,35,121,127,38,0
nMceTIUaZzU,BJpmFx7xG,3,22,52,38,7,41,72,33,0
