gesture_id,calibration_id,0,80,160,240,320,400,480,560,640,720,800,880,960,1040,1120,1200,1280,1360,1440,1520,1600,1680,1760,1840,1920,2000,2080,2160,2240,2320,2400,2480,2560
cGCFyLX7cLo,rJ6QhWmlG,10,33,55,76,95,72,28,0,0,0,0,0,0,19,45,68,82,80,57,0,0,0,0,0,0,0,12,38,66,86,83,44,2,0
cGCFyLX7cLo,BJdHbjzef,2,17,42,60,63,57,55,53,55,53,50,8,0,0,0,0,0,3,17,34,47,47,47,44,45,49,44,47,38,8,0
cGCFyLX7cLo,SkWJSeQlf,2,8,19,23,12,20,33,45,57,67,69,55,17,4,1,0,0,0,0,5,17,20,13,23,37,44,51,57,64,43,0
cGCFyLX7cLo,Hyw5N1mgM,1,6,13,18,22,23,25,33,44,51,52,39,23,14,12,12,13,18,25,30,29,29,34,46,53,58,57,46,5,0
cGCFyLX7cLo,By7oz84xG,15,37,60,76,92,107,90,56,23,11,1,0,0,0,0,1,15,33,48,68,82,95,103,112,117,102,79,45,0
cGCFyLX7cLo,rJ8BPeQxG,3,14,26,39,51,58,63,43,13,0,0,0,0,0,1,11,23,34,45,53,58,67,67,43,28,12,0
cGCFyLX7cLo,B1DA5bQez,1,4,11,18,21,25,31,38,45,52,62,57,26,11,11,17,25,39,61,72,88,90,102,80,1,0
cGCFyLX7cLo,HktHigXgM,6,31,64,85,105,89,48,3,15,51,86,107,116,88,31,0,2,40,96,117,119,105,66,3,0
cGCFyLX7cLo,SJlJLiMlz,6,11,19,41,80,119,127,127,127,124,5,0,0,1,15,52,99,127,127,127,127,127,127,55,0
cGCFyLX7cLo,HJuXr3Mlz,8,26,52,73,81,85,82,74,50,10,0,0,1,11,33,57,74,82,85,85,85,83,38,0
cGCFyLX7cLo,Skx5Zl7gM,2,24,45,63,73,76,75,65,39,5,2,12,40,60,68,81,83,78,61,33,4,0
cGCFyLX7cLo,Hy0Q7lXgz,5,18,33,47,62,79,90,95,101,86,66,38,54,75,85,94,99,82,33,0
cGCFyLX7cLo,r1WEkhzgz,1,25,58,82,94,79,5,0,0,0,0,0,0,10,44,76,87,74,8,0
cGCFyLX7cLo,r1WoJxmgG,1,17,39,57,58,38,11,9,12,19,30,41,54,52,37,13,4,0
cGCFyLX7cLo,BJpmFx7xG,3,16,46,83,104,105,60,3,0,0,11,49,84,106,114,92,37,0
cGCFyLX7cLo,HJ5nUZQxz,4,26,55,76,86,73,1,0,0,0,17,44,66,87,87,62,2,0
cGCFyLX7cLo,HJT8c1mgM,2,5,8,10,14,15,19,23,30,45,63,74,81,78,51,3,0
cGCFyLX7cLo,SySxTyXgz,17,40,50,53,42,26,27,39,54,61,69,54,3,0
